osm_type,osm_id,name,operator,operator_wikidata,ref,lat,lon,footprint_m2,county_fips,state,first_seen
node,13639231258,Applied Digital,,,,46.974172,-96.873940,0.0,38017,ND,2026-03-11
node,13685576464,RIC1 DC1,Quality Technology Services,Q18392800,,37.489234,-77.247476,0.0,51087,VA,2026-03-27
node,13685576465,RIC1 DC2,Quality Technology Services,Q18392800,,37.488616,-77.246210,0.0,51087,VA,2026-03-27
node,13685576466,RIC1 DC3,Quality Technology Services,Q18392800,,37.487858,-77.244826,0.0,51087,VA,2026-03-27
node,13720841436,TulsaConnect,,,,36.153294,-95.989193,0.0,40143,OK,2026-04-10
node,13720841437,Windstream,,,,36.148501,-95.990514,0.0,40143,OK,2026-04-10
node,13720841438,TulsaConnect,,,,36.148452,-95.990820,0.0,40143,OK,2026-04-10
node,13746843366,Digital Fortress - Portland 1,"Digital Fortress, Inc",,,45.521257,-122.681754,0.0,41051,OR,2026-04-21
node,13746843367,Digital Fortress - Portland 2,"Digital Fortress, Inc",,,45.476214,-122.776087,0.0,41067,OR,2026-04-21
node,13746843368,Digital Fortress - Portland 3,"Digital Fortress, Inc",,,45.475634,-122.776410,0.0,41067,OR,2026-04-21
node,13748555787,H5 DC - Portland,H5 Data Centers,Q136332488,,45.531690,-122.683765,0.0,41051,OR,2026-04-21
node,13748859030,Date Center West - Eugene,"Data Center West, Inc.",,,44.050607,-123.092978,0.0,41039,OR,2026-04-21
node,13873419223,OCOSA,,,,36.153287,-95.989191,0.0,40143,OK,2026-05-24
node,13891340203,Vantage VA16,,,,38.998508,-77.440637,0.0,51107,VA,2026-05-28
node,13908533343,Iron City No. 1 Power Generator and Compute Center,,,,41.141044,-78.097405,0.0,42033,PA,2026-06-04
node,14045039387,CloudHQ LC10,CloudHQ,,LC10,39.003920,-77.472678,0.0,51107,VA,
node,14045039388,CloudHQ LC9,CloudHQ,,LC9,39.003503,-77.470436,0.0,51107,VA,
node,14045039389,CloudHQ LC8,CloudHQ,,LC8,39.002060,-77.468333,0.0,51107,VA,
node,14045039390,CloudHQ LC14,CloudHQ,,LC14,39.006121,-77.475951,0.0,51107,VA,
